binId	dojezdy_all	dojezdy_urgent	dojezdy_very_urgent	count_all	count_urgent	count_very_urgent	DUŠNOST	ÚRAZ	BOLEST BŘICHA	PÁD	NESP.NEURO. PŘÍZ.	JINÉ POT.AK.	STENOKARDIE	JINÉ POT./ZH.STAVU	PO KOLAPSU	BEZVĚDOMÍ	NEVOLNOST	BOLEST ZAD 	PSYCHÓZA	NAPADENÍ	INTOXIKACE	SOMNOLENCE	KRVÁCENÍ	DN	HYPERT.	ARYTMIE	BOLEST DK	TEPLOTA	KŘEČE/PO KŘEČI	K PORODU	BOLEST JINÁ	DUŠNOST_time	ÚRAZ_time	BOLEST BŘICHA_time	PÁD_time	NESP.NEURO. PŘÍZ._time	JINÉ POT.AK._time	STENOKARDIE_time	JINÉ POT./ZH.STAVU_time	PO KOLAPSU_time	BEZVĚDOMÍ_time	NEVOLNOST_time	BOLEST ZAD _time	PSYCHÓZA_time	NAPADENÍ_time	INTOXIKACE_time	SOMNOLENCE_time	KRVÁCENÍ_time	DN_time	HYPERT._time	ARYTMIE_time	BOLEST DK_time	TEPLOTA_time	KŘEČE/PO KŘEČI_time	K PORODU_time	BOLEST JINÁ_time
739	8.00	8.00	8.00	58	46	21	4	3	2	4	5	2	5	1	3	2	3	5	0	0	1	2	3	4	1	0	0	1	1	1	0	8.00	7.00	10.00	6.00	11.00	9.00	9.00	8.00	9.00	8.00	8.00	8.00	0	0	9.00	10.00	9.00	7.00	8.00	0	0	8.00	7.00	6.00	0
740	7.00	6.00	6.00	44	32	10	2	9	0	3	1	4	1	0	1	2	2	0	3	3	4	0	1	1	0	0	2	1	0	0	0	8.00	6.00	0	7.00	7.00	8.00	8.00	0	4.00	6.00	7.00	0	8.00	5.00	11.00	0	7.00	5.00	0	0	8.00	6.00	0	0	0
741	7.00	7.00	8.00	106	79	41	18	10	8	16	1	2	4	5	2	8	4	2	3	2	3	4	3	1	1	0	1	0	2	0	0	9.00	8.00	9.00	7.00	8.00	9.00	12.00	7.00	10.00	6.00	7.00	9.00	9.00	9.00	6.00	5.00	8.00	12.00	13.00	0	10.00	0	10.00	0	0
742	7.00	7.00	7.00	43	34	12	5	8	4	2	0	0	1	1	3	2	2	0	3	0	2	2	0	0	2	1	1	0	0	0	1	7.00	8.00	7.00	11.00	0	0	6.00	11.00	5.00	4.00	10.00	0	7.00	0	6.00	7.00	0	0	5.00	8.00	7.00	0	0	0	11.00
743	7.00	7.00	7.00	147	111	56	11	11	14	18	4	7	7	5	4	8	2	4	5	4	2	4	3	6	3	4	2	1	1	3	1	6.00	6.00	9.00	7.00	7.00	6.00	5.00	7.00	7.00	10.00	8.00	10.00	8.00	5.00	7.00	8.00	11.00	6.00	7.00	6.00	10.00	5.00	5.00	7.00	7.00
744	12.00	12.00	5.00	4	4	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.00	0	0	0	0	8.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745	12.00	12.00	11.00	26	21	7	2	4	2	1	2	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	13.00	12.00	14.00	13.00	15.00	11.00	0	10.00	14.00	0	10.00	13.00	10.00	9.00	0	12.00	0	0	15.00	13.00	0	12.00	0	14.00	0
746	11.00	11.00	12.00	36	28	12	8	4	3	3	1	1	2	3	3	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	12.00	11.00	12.00	13.00	9.00	8.00	11.00	13.00	9.00	9.00	16.00	0	11.00	0	10.00	0	14.00	7.00	0	0	0	0	0	0	0
758	11.00	11.00	11.00	5	4	2	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.00	11.00	18.00	0	0	11.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
759	11.00	11.00	11.00	9	8	3	1	3	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11.00	13.00	0	12.00	0	0	9.00	13.00	0	0	0	11.00	0	0	0	0	0	0	0	0	0	0	0	0	0
768	18.00	18.00	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18.00	0	0	0	0	0	0	0	0	0	0	6.00	0	0	0	0	0	0	0
769	12.00	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.00	0
770	8.00	8.00	9.00	55	44	21	11	5	7	2	3	0	0	5	1	0	1	1	3	0	2	0	2	1	1	1	1	2	0	2	0	9.00	8.00	8.00	12.00	10.00	0	0	10.00	4.00	0	7.00	9.00	7.00	0	6.00	0	9.00	5.00	13.00	13.00	8.00	10.00	0	6.00	0
771	7.00	7.00	8.00	281	208	99	31	24	35	16	18	13	12	15	10	8	3	12	5	11	1	6	4	2	6	4	6	7	2	4	3	7.00	7.00	8.00	7.00	8.00	7.00	9.00	6.00	8.00	8.00	8.00	7.00	7.00	7.00	3.00	8.00	8.00	11.00	8.00	8.00	7.00	8.00	12.00	7.00	10.00
772	7.00	8.00	8.00	170	126	62	26	12	19	12	7	9	11	6	5	4	5	5	4	2	1	6	3	0	6	2	1	4	1	6	3	8.00	6.00	7.00	7.00	8.00	5.00	8.00	8.00	8.00	9.00	6.00	7.00	8.00	8.00	5.00	8.00	3.00	0	7.00	9.00	5.00	10.00	13.00	7.00	7.00
773	7.00	7.00	7.00	75	63	27	9	12	6	0	6	4	6	2	2	1	3	2	3	0	2	0	2	0	0	2	1	3	2	1	0	7.00	7.00	6.00	0	7.00	9.00	8.00	9.00	6.00	5.00	6.00	8.00	5.00	0	8.00	0	12.00	0	0	7.00	8.00	5.00	9.00	7.00	0
774	9.00	9.00	9.00	25	18	7	2	3	5	1	1	2	1	2	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	10.00	8.00	9.00	2.00	9.00	10.00	8.00	12.00	0	5.00	9.00	9.00	0	0	0	6.00	0	0	0	0	0	0	0	11.00	0
775	7.00	7.00	8.00	21	15	4	1	1	0	3	2	0	0	0	0	1	0	0	1	2	2	0	0	2	0	0	0	0	0	0	1	8.00	9.00	0	6.00	10.00	0	0	0	0	1.00	0	0	3.00	6.00	8.00	0	0	6.00	0	0	0	0	0	0	9.00
776	7.00	6.00	6.00	85	69	27	9	8	7	12	6	2	6	6	2	2	4	1	1	1	2	1	2	3	1	2	0	0	2	0	0	6.00	7.00	6.00	8.00	8.00	7.00	6.00	7.00	8.00	6.00	7.00	5.00	13.00	9.00	8.00	10.00	13.00	6.00	5.00	6.00	0	0	6.00	0	0
777	8.00	9.00	13.00	11	8	2	2	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	7.00	0	0	3.00	0	8.00	0	0	0	4.00	0	0	0	0	0	0	0	0	0	0	0	0	11.00	0	12.00
778	6.00	6.00	5.00	106	77	31	13	13	4	9	3	10	3	4	6	8	2	2	3	1	2	2	3	1	2	1	3	2	1	0	1	6.00	4.00	5.00	5.00	7.00	7.00	8.00	7.00	6.00	4.00	13.00	8.00	7.00	5.00	11.00	6.00	4.00	5.00	7.00	6.00	11.00	6.00	8.00	0	9.00
779	7.00	7.00	9.00	43	33	12	2	7	3	3	1	2	4	2	1	2	3	2	2	0	1	1	0	1	1	0	1	0	1	0	1	8.00	8.00	10.00	5.00	7.00	8.00	7.00	8.00	6.00	15.00	7.00	8.00	10.00	0	11.00	6.00	0	5.00	17.00	0	9.00	0	13.00	0	10.00
781	10.00	10.00	11.00	19	14	5	0	2	2	3	4	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	9.00	12.00	11.00	10.00	17.00	0	0	0	9.00	6.00	9.00	0	0	0	0	13.00	0	0	0	0	13.00	0	0	0
782	10.00	10.00	9.00	31	29	13	0	4	5	0	3	0	4	1	1	2	1	0	0	0	0	2	3	0	4	0	0	0	0	0	0	0	11.00	10.00	0	10.00	0	11.00	12.00	9.00	9.00	7.00	0	0	0	0	14.00	11.00	0	10.00	0	0	0	0	0	0
794	13.00	13.00	13.00	15	13	5	0	1	0	0	3	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	15.00	0	0	13.00	0	0	0	0	9.00	0	13.00	0	10.00	0	10.00	0	0	0	0	0	0	19.00	0	0
795	12.00	13.00	9.00	10	6	3	1	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	9.00	0	0	12.00	14.00	0	0	0	0	14.00	0	0	0	0	0	0	0	0	16.00	0	0	0	0	0	9.00
796	12.00	12.00	12.00	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
798	12.00	12.00	12.00	12	11	3	2	0	0	0	0	2	1	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	15.00	0	0	0	0	14.00	14.00	20.00	0	12.00	0	0	14.00	0	0	12.00	0	0	0	0	0	0	0	7.00	0
800	9.00	9.00	10.00	21	19	8	2	1	2	0	0	1	5	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	1	1	0	12.00	8.00	15.00	0	0	7.00	9.00	0	0	0	12.00	0	15.00	15.00	0	0	0	0	7.00	0	0	0	15.00	7.00	0
801	16.00	15.00	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.00	0	0	0	0	0	0	0
802	11.00	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.00	0	0	0	0	0	0	0
803	12.00	13.00	13.00	3	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.00	0	0	12.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
804	10.00	10.00	10.00	5	5	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13.00	0	0	8.00	0	0	0	0	0	0	0	11.00	0	0	0	0	0	0	0
806	8.00	7.00	8.00	35	28	15	12	3	2	0	3	3	1	3	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	9.00	7.00	9.00	0	6.00	7.00	5.00	7.00	8.00	0	0	6.00	6.00	0	0	0	0	0	0	0	5.00	4.00	0	0	0
807	8.00	8.00	7.00	354	277	127	41	35	29	13	16	14	16	16	11	11	12	11	12	10	12	8	6	1	11	5	3	12	4	12	4	8.00	8.00	7.00	8.00	8.00	8.00	8.00	7.00	9.00	8.00	9.00	7.00	8.00	8.00	8.00	6.00	7.00	4.00	7.00	10.00	7.00	8.00	9.00	8.00	7.00
808	7.00	7.00	8.00	99	80	29	10	6	9	6	12	3	2	7	3	2	5	6	0	1	1	1	3	3	1	3	0	1	1	3	1	7.00	7.00	9.00	7.00	6.00	5.00	10.00	7.00	7.00	9.00	9.00	7.00	0	10.00	7.00	7.00	7.00	6.00	8.00	8.00	0	7.00	15.00	3.00	10.00
809	7.00	7.00	7.00	430	323	143	43	42	39	17	21	19	25	8	19	11	14	12	19	7	16	9	3	2	12	9	11	18	3	5	5	7.00	7.00	7.00	7.00	7.00	7.00	7.00	6.00	7.00	7.00	7.00	7.00	7.00	6.00	7.00	6.00	6.00	7.00	7.00	7.00	6.00	7.00	7.00	8.00	7.00
810	7.00	7.00	7.00	41	31	19	8	2	4	3	1	1	6	2	1	1	0	1	1	0	2	0	2	2	0	0	0	0	1	1	0	5.00	7.00	7.00	7.00	11.00	9.00	7.00	8.00	9.00	6.00	0	8.00	8.00	0	11.00	0	8.00	6.00	0	0	0	0	7.00	4.00	0
811	7.00	8.00	8.00	9	6	2	0	2	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	7.00	0	0	0	0	3.00	0	7.00	0	7.00	0	0	0	3.00	0	0	8.00	0	0	0	0	13.00	0	0
812	6.00	7.00	7.00	45	38	13	4	3	2	2	2	2	3	4	2	3	0	2	3	0	2	1	1	1	1	0	0	0	2	0	1	7.00	7.00	2.00	8.00	8.00	7.00	9.00	5.00	2.00	7.00	0	3.00	6.00	0	9.00	1.00	7.00	3.00	3.00	0	0	0	9.00	0	8.00
813	5.00	5.00	5.00	83	59	19	6	6	1	11	3	4	2	0	8	4	2	2	0	5	2	2	2	10	0	0	0	0	3	0	0	7.00	4.00	8.00	5.00	4.00	9.00	9.00	0	7.00	6.00	11.00	7.00	0	5.00	4.00	6.00	7.00	5.00	0	0	0	0	10.00	0	0
814	4.00	4.00	4.00	316	238	101	35	29	22	23	20	13	14	12	10	13	10	12	6	6	4	7	10	1	12	3	4	4	6	4	5	4.00	5.00	4.00	4.00	6.00	4.00	3.00	4.00	6.00	4.00	6.00	5.00	8.00	5.00	6.00	4.00	4.00	8.00	5.00	5.00	4.00	4.00	3.00	5.00	3.00
815	6.00	6.00	6.00	201	149	55	13	12	11	25	11	11	11	20	5	9	6	4	5	0	5	6	7	2	11	6	3	2	1	1	3	6.00	6.00	7.00	6.00	7.00	6.00	5.00	5.00	4.00	4.00	6.00	7.00	4.00	0	5.00	8.00	7.00	11.00	6.00	7.00	6.00	5.00	4.00	7.00	11.00
816	8.00	8.00	8.00	64	53	23	8	8	2	2	3	3	4	2	1	2	1	4	3	1	0	2	0	1	2	1	1	1	2	2	1	9.00	8.00	13.00	11.00	8.00	9.00	8.00	7.00	11.00	9.00	7.00	7.00	7.00	8.00	0	9.00	0	6.00	10.00	8.00	10.00	9.00	6.00	8.00	8.00
817	12.00	10.00	10.00	7	5	3	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.00	12.00	12.00	10.00	12.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
818	10.00	10.00	10.00	25	17	8	6	2	2	2	3	1	1	1	1	1	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	10.00	12.00	13.00	13.00	10.00	10.00	11.00	10.00	13.00	8.00	0	11.00	0	0	0	0	0	0	10.00	11.00	0	12.00	0	0	0
825	0.00	0.00	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
829	16.00	16.00	13.00	7	6	3	0	0	2	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.00	23.00	0	0	0	21.00	0	19.00	0	0	14.00	0	0	0	0	0	0	0	0	0	0	0	0
830	8.00	8.00	8.00	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00	8.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
831	10.00	10.00	8.00	11	9	3	2	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	10.00	7.00	0	14.00	0	14.00	0	16.00	4.00	0	14.00	0	0	0	0	0	8.00	0	0	0	0	0	6.00	0	0
833	10.00	10.00	7.00	31	25	9	4	6	2	1	1	2	1	0	1	1	1	0	2	0	0	0	0	2	0	1	0	1	1	1	0	17.00	12.00	7.00	14.00	12.00	12.00	7.00	0	17.00	9.00	15.00	0	6.00	0	0	0	0	10.00	0	8.00	0	7.00	5.00	9.00	0
834	8.00	8.00	9.00	113	84	36	21	11	10	4	6	3	6	5	4	5	2	1	5	1	0	1	3	0	1	5	1	0	2	3	3	7.00	7.00	12.00	7.00	10.00	6.00	12.00	8.00	11.00	10.00	7.00	8.00	7.00	12.00	0	6.00	8.00	0	11.00	7.00	16.00	0	9.00	6.00	12.00
835	7.00	7.00	9.00	38	27	10	10	3	1	4	2	1	1	4	2	0	1	0	1	1	0	1	1	2	2	0	0	0	0	0	0	7.00	6.00	14.00	7.00	12.00	6.00	8.00	13.00	7.00	0	7.00	0	7.00	7.00	0	6.00	6.00	6.00	11.00	0	0	0	0	0	0
836	12.00	12.00	12.00	11	6	2	2	0	0	3	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	12.00	0	0	13.00	0	0	12.00	0	12.00	0	0	0	12.00	0	0	0	10.00	10.00	0	0	0	0	0	0	0
837	11.00	11.00	11.00	24	21	8	5	2	3	3	2	2	0	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	11.00	15.00	10.00	12.00	9.00	12.00	0	17.00	0	0	12.00	16.00	11.00	0	0	0	0	0	0	0	0	0	0	0	0
838	12.00	12.00	10.00	25	21	8	3	1	1	1	4	5	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	10.00	17.00	13.00	12.00	13.00	14.00	0	0	11.00	10.00	0	0	0	0	0	11.00	0	0	10.00	0	0	12.00	0	0	0
839	11.00	11.00	10.00	23	20	9	2	0	3	1	3	2	4	0	2	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	12.00	0	11.00	10.00	12.00	15.00	11.00	0	12.00	10.00	0	15.00	9.00	0	0	0	0	0	10.00	0	0	0	0	0	0
840	9.00	9.00	9.00	21	16	5	1	2	1	1	1	0	1	0	1	1	0	0	0	2	0	1	0	6	0	0	0	0	0	1	0	10.00	17.00	9.00	13.00	13.00	0	9.00	0	6.00	9.00	0	0	0	9.00	0	11.00	0	9.00	0	0	0	0	0	10.00	0
841	9.00	9.00	8.00	11	8	2	2	1	0	2	0	2	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8.00	11.00	0	13.00	0	9.00	0	11.00	0	9.00	0	0	0	0	0	9.00	0	0	0	0	0	0	0	0	0
842	12.00	12.00	13.00	13	10	3	0	1	2	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	13.00	15.00	9.00	9.00	0	0	10.00	0	0	0	0	17.00	0	14.00	0	9.00	10.00	0	0	0	0	12.00	0	0
843	8.00	8.00	8.00	7	4	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	8.00	6.00	0	6.00	0	0	0	0	18.00	0	0	8.00	0	14.00	0	0	0	0	0	0	0	0	0	0	11.00
844	7.00	7.00	7.00	253	204	85	25	18	16	13	8	20	22	9	15	8	9	12	9	6	1	4	6	7	6	6	3	4	5	3	1	7.00	6.00	6.00	6.00	6.00	6.00	7.00	6.00	6.00	7.00	6.00	6.00	7.00	7.00	9.00	7.00	8.00	5.00	8.00	8.00	6.00	8.00	8.00	8.00	14.00
845	7.00	7.00	7.00	109	90	38	7	7	7	9	7	8	7	0	12	6	3	5	3	1	2	3	3	1	1	1	1	1	0	2	2	6.00	7.00	7.00	8.00	6.00	7.00	7.00	0	6.00	7.00	7.00	8.00	5.00	6.00	7.00	7.00	6.00	6.00	8.00	9.00	9.00	4.00	0	7.00	7.00
846	7.00	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00	0	0	0	0	0	0	0	0	0	0
847	7.00	7.00	8.00	107	89	42	11	9	13	4	4	4	2	5	5	9	4	4	6	1	2	1	2	0	6	1	1	2	3	0	1	7.00	8.00	7.00	8.00	5.00	7.00	4.00	7.00	6.00	7.00	9.00	8.00	6.00	5.00	9.00	7.00	9.00	0	9.00	8.00	5.00	10.00	3.00	0	6.00
848	7.00	7.00	6.00	59	43	22	10	2	4	3	0	2	2	1	6	4	4	2	1	1	0	2	1	5	0	1	3	0	0	1	1	8.00	3.00	7.00	8.00	0	7.00	6.00	8.00	7.00	5.00	9.00	13.00	5.00	4.00	0	4.00	11.00	6.00	0	8.00	4.00	0	0	8.00	8.00
849	5.00	5.00	5.00	99	68	27	5	13	6	5	9	6	5	7	1	4	3	5	1	5	1	2	2	3	5	2	1	2	0	1	1	5.00	5.00	7.00	5.00	5.00	6.00	4.00	4.00	4.00	7.00	6.00	6.00	9.00	5.00	6.00	4.00	6.00	4.00	5.00	7.00	4.00	5.00	0	8.00	3.00
850	5.00	5.00	4.00	367	285	107	31	29	20	35	27	24	18	29	13	16	12	10	10	6	8	3	9	4	14	3	7	9	4	1	3	5.00	5.00	4.00	5.00	5.00	5.00	4.00	6.00	6.00	4.00	5.00	9.00	6.00	7.00	5.00	4.00	5.00	5.00	4.00	5.00	7.00	5.00	5.00	5.00	4.00
851	8.00	8.00	8.00	181	141	62	17	4	18	15	15	12	8	8	5	7	10	10	2	1	3	3	5	2	3	0	7	2	2	0	0	8.00	6.00	8.00	8.00	9.00	7.00	10.00	8.00	7.00	6.00	9.00	9.00	7.00	8.00	9.00	7.00	5.00	6.00	9.00	0	10.00	9.00	11.00	0	0
852	7.00	7.00	7.00	25	21	11	3	0	4	4	1	1	1	1	0	1	0	1	2	0	0	2	0	0	0	0	0	1	0	0	0	6.00	0	8.00	8.00	17.00	7.00	7.00	7.00	0	8.00	0	11.00	7.00	0	0	7.00	0	0	0	0	0	7.00	0	0	0
853	8.00	8.00	9.00	8	8	4	2	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00	6.00	0	7.00	7.00	0	0	0	0	0	8.00	9.00	0	0	0	0	0	0	0	0	0	0	0	0	0
854	10.00	11.00	0	7	5	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.00	0	11.00	0	0	0	14.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
866	10.00	25.00	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	9.00	0	0	0	0	0	0	0	0	0	0	0	0	10.00	0	25.00	0	0	0	0	0	0	0	0	0
867	9.00	9.00	9.00	25	23	11	2	4	0	2	1	0	3	1	1	3	3	0	1	0	0	0	0	1	1	0	0	1	0	0	1	9.00	13.00	0	16.00	9.00	0	12.00	9.00	17.00	11.00	8.00	0	10.00	0	0	0	0	7.00	9.00	0	0	13.00	0	0	8.00
868	11.00	11.00	10.00	14	13	6	1	3	3	0	2	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.00	7.00	9.00	0	17.00	12.00	0	0	0	10.00	15.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0
869	13.00	13.00	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.00	0	0	13.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
870	8.00	8.00	8.00	66	53	22	10	7	8	7	7	1	4	1	2	2	1	1	2	1	0	0	0	0	2	1	1	1	1	0	0	11.00	8.00	7.00	11.00	7.00	6.00	8.00	13.00	15.00	10.00	8.00	7.00	11.00	7.00	0	0	0	0	7.00	8.00	7.00	7.00	8.00	0	0
871	8.00	7.00	9.00	186	145	61	14	17	25	14	14	11	10	3	8	2	3	1	5	9	6	1	1	2	0	3	3	3	2	7	3	8.00	8.00	11.00	7.00	10.00	6.00	10.00	6.00	9.00	12.00	4.00	5.00	8.00	7.00	12.00	9.00	9.00	5.00	0	10.00	7.00	6.00	16.00	7.00	6.00
872	7.00	7.00	7.00	26	21	11	3	4	2	4	1	2	0	2	0	4	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	8.00	14.00	12.00	7.00	6.00	7.00	0	15.00	0	9.00	0	0	0	0	0	0	6.00	0	0	10.00	0	0	4.00	0	0
873	12.00	12.00	0	4	4	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12.00	0	0	11.00	0	0	0	8.00	0	0	0	0	0	0	0	0	0	0	0	0	0	12.00	0	0
874	11.00	11.00	0	6	5	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9.00	11.00	0	0	0	18.00	0	0	0	0	12.00	0	0	0	8.00	0	0	0	0	0	0	0	0	0	0
875	10.00	10.00	10.00	12	10	3	0	1	2	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	10.00	10.00	7.00	12.00	0	0	0	9.00	0	11.00	0	0	0	0	0	0	8.00	0	0	0	0	15.00	0	0
876	10.00	10.00	9.00	47	37	17	10	7	4	4	0	2	2	3	1	1	5	2	2	0	0	0	1	1	0	0	0	0	0	0	0	9.00	11.00	10.00	12.00	0	14.00	11.00	12.00	15.00	7.00	10.00	12.00	11.00	0	0	0	8.00	10.00	0	0	0	0	0	0	0
877	10.00	10.00	10.00	40	31	14	5	2	6	3	4	1	2	1	2	3	2	3	2	0	0	0	0	0	3	1	0	0	0	0	0	10.00	12.00	12.00	13.00	9.00	13.00	10.00	12.00	11.00	9.00	9.00	8.00	10.00	0	0	0	0	0	10.00	10.00	0	0	0	0	0
878	9.00	9.00	9.00	32	28	16	5	2	3	2	2	2	2	0	1	1	0	2	1	0	1	0	1	0	0	0	0	2	0	3	1	9.00	8.00	9.00	10.00	10.00	12.00	8.00	0	9.00	9.00	0	12.00	15.00	0	9.00	0	10.00	0	0	0	0	10.00	0	8.00	10.00
879	10.00	11.00	11.00	17	11	5	3	3	1	0	2	1	2	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	11.00	10.00	15.00	0	10.00	14.00	12.00	0	12.00	0	0	0	0	11.00	0	0	9.00	0	0	0	10.00	0	0	0	0
880	6.00	6.00	6.00	49	38	14	1	5	6	3	0	6	6	0	6	0	1	0	1	3	1	1	0	0	0	1	0	0	2	0	0	6.00	6.00	7.00	6.00	0	7.00	6.00	0	7.00	0	6.00	0	8.00	7.00	6.00	5.00	0	0	0	8.00	0	0	8.00	0	0
881	6.00	6.00	7.00	75	52	24	11	6	4	4	6	4	1	1	1	5	0	5	1	1	2	2	1	5	3	1	1	3	0	1	0	6.00	6.00	7.00	5.00	8.00	8.00	5.00	6.00	7.00	7.00	0	10.00	9.00	6.00	5.00	10.00	8.00	8.00	6.00	9.00	7.00	5.00	0	14.00	0
882	6.00	7.00	9.00	19	16	4	2	1	0	0	2	1	0	1	4	1	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	8.00	7.00	0	0	6.00	7.00	0	5.00	6.00	7.00	0	9.00	7.00	0	0	0	9.00	0	0	2.00	0	0	0	0	0
883	8.00	8.00	8.00	99	80	32	12	8	6	7	11	2	3	2	5	1	4	3	7	2	3	1	2	1	2	1	1	1	1	0	1	8.00	8.00	8.00	8.00	7.00	11.00	7.00	8.00	9.00	11.00	8.00	8.00	8.00	10.00	10.00	7.00	7.00	6.00	8.00	8.00	9.00	5.00	9.00	0	10.00
884	7.00	7.00	6.00	84	66	28	11	9	2	4	5	0	7	2	5	4	1	7	4	3	2	1	0	3	0	1	0	0	2	2	1	7.00	6.00	7.00	7.00	6.00	0	6.00	9.00	7.00	8.00	12.00	6.00	8.00	4.00	12.00	8.00	0	4.00	0	6.00	0	0	9.00	9.00	7.00
